kaptCode,schul_nm,schul_dstnc
A13410004,서울강일초등학교,16
A13410005,서울강솔초등학교,25
A13410006,서울강일초등학교,36
A13410007,서울강솔초등학교,25
A13410008,서울강일초등학교,40
A13410009,서울강일초등학교,61
A13410010,서울강일초등학교,28
A13410011,서울강명초등학교,315
A40080101,인천연안초등학교,32
A40080102,인천연안초등학교,32
A40080104,인천연안초등학교,32
A40007001,인천신광초등학교,372
A40009001,인천신흥초등학교,0
A40010101,인천신흥초등학교,299
A40010102,인천신광초등학교,229
A40010103,인천신광초등학교,105
A10026143,인천신광초등학교,179
A40010201,인천신광초등학교,115
A40014001,인천신광초등학교,271
A40022101,인천송월초등학교,98
A10020390,인천송월초등학교,354
A10023554,인천영종초등학교,311
A10023718,인천중산초등학교,22
A10024993,인천중산초등학교,296
A10025799,인천중산초등학교,6
A40084102,인천중산초등학교,97
A40084103,인천영종초등학교,20
A40084104,인천하늘초등학교,354
A40084105,인천별빛초등학교,52
A40084106,인천중산초등학교,174
A40084107,인천영종초등학교,231
A40084108,인천영종초등학교,290
A10023657,인천별빛초등학교,242
A10025702,인천별빛초등학교,0
A40081101,인천운남초등학교,17
A10023286,인천삼목초등학교,41
A40034004,인천공항초등학교,36
A40034005,인천삼목초등학교,0
A40034006,인천삼목초등학교,11
A40034007,인천삼목초등학교,146
A40034008,인천공항초등학교,216
A40034009,인천운서초등학교,192
A40034010,인천공항초등학교,159
A40034012,인천공항초등학교,1
A40034013,인천삼목초등학교,183
A40034015,인천공항초등학교,140
A40072001,인천운서초등학교,135
A40072514,인천삼목초등학교,169
A40170201,인천만석초등학교,43
A40102001,인천만석초등학교,30
A40102002,인천만석초등학교,244
A40180401,인천송현초등학교,15
A40104001,인천송현초등학교,70
A40104002,인천송현초등학교,172
A40104003,인천서흥초등학교,175
A40104005,인천서흥초등학교,135
A40104006,인천송현초등학교,15
A40104007,인천송림초등학교,225
A40104008,인천송현초등학교,182
A40170601,인천송현초등학교,14
A10024497,인천서림초등학교,268
A40107001,인천송림초등학교,183
A40107002,인천서흥초등학교,217
A40107003,인천서림초등학교,48
A40107004,인천서림초등학교,130
A10022254,인천용일초등학교,105
A10027496,인천용학초등학교,3
A40202001,인천용현남초등학교,58
A40202203,인천용현초등학교,49
A40202205,인천용현초등학교,55
A40273506,인천용현초등학교,105
A40273702,인천용현초등학교,63
A40273805,인천용현남초등학교,108
A40273904,인천용현남초등학교,122
A40274001,인천용현남초등학교,121
A40274103,인천신선초등학교,260
A40274208,인천용현남초등학교,314
A40276109,인천용현남초등학교,136
A40276110,인천신선초등학교,324
A40276207,인천용현남초등학교,315
A40279101,인천용현초등학교,171
A40279102,인천용현초등학교,166
A40279103,인천용현초등학교,23
A40279301,인천용현초등학교,394
A40283301,인천용현초등학교,315
A10022122,인천백학초등학교,361
A10025355,인천백학초등학교,215
A40204001,인천학산초등학교,213
A40204101,인천백학초등학교,293
A40204104,인천백학초등학교,181
A40204106,인천학산초등학교,25
A40204107,인천백학초등학교,4
A40204109,인천학익초등학교,186
A40204110,인천학산초등학교,3
A40276901,인천학익초등학교,106
A40277408,인천학익초등학교,99
A40277503,인천학산초등학교,73
A40277602,인천학산초등학교,20
A40277705,인천학산초등학교,283
A40277802,인천연학초등학교,8
A40277901,인천인주초등학교,0
A40277903,인천인주초등학교,5
A40277904,인천인주초등학교,11
A40277905,인천인주초등학교,180
A40277906,인천인주초등학교,168
A40277907,인천인주초등학교,86
A40277908,인천인주초등학교,116
A10022204,인천대화초등학교,44
A10024481,인천서화초등학교,66
A10024527,인천대화초등학교,292
A10024528,인천대화초등학교,182
A10027342,인천서화초등학교,208
A40206001,인천도화초등학교,74
A40271801,인천도화초등학교,106
A40271903,인천도화초등학교,161
A40272002,인천도화초등학교,253
A10021055,인천주안북초등학교,142
A10021589,인천주안북초등학교,215
A10024133,인천주안북초등학교,15
A10025225,인천석암초등학교,257
A10026745,인천석암초등학교,296
A10027516,인천주안북초등학교,207
A40220002,인천석암초등학교,96
A40220603,인천경원초등학교,105
A40220802,인천문학초등학교,296
A40270206,인천관교초등학교,211
A40274301,인천석암초등학교,254
A40275503,인천남부초등학교,5
A40275801,인천주안남초등학교,9
A40275904,인천주안남초등학교,394
A40279703,인천주안남초등학교,301
A40283601,인천석암초등학교,268
A40283602,인천주안북초등학교,114
A40284801,인천석암초등학교,146
A40285201,인천문학초등학교,389
A40270205,인천승학초등학교,2
A40270503,인천승학초등학교,334
A40270602,인천승학초등학교,291
A40270704,인천승학초등학교,3
A40270806,인천승학초등학교,150
A40271507,인천승학초등학교,151
A40271701,인천승학초등학교,253
A40671302,인천능허대초등학교,288
A40671303,인천능허대초등학교,152
A40671411,인천능허대초등학교,156
A40671510,인천축현초등학교,113
A40671609,인천축현초등학교,183
A40671801,인천능허대초등학교,7
A40671808,인천능허대초등학교,16
A40671906,인천축현초등학교,372
A40672007,인천능허대초등학교,28
A40672112,인천옥련초등학교,84
A40677113,인천옥련초등학교,347
A40678901,인천옥련초등학교,313
A40678902,인천능허대초등학교,116
A40678903,인천옥련초등학교,15
A40678904,인천옥련초등학교,351
A40678905,인천축현초등학교,260
A40682504,인천옥련초등학교,155
A40682804,인천송도초등학교,16
A40609002,인천선학초등학교,55
A40670408,인천선학초등학교,189
A40670509,인천선학초등학교,0
A40670603,인천선학초등학교,55
A40670604,인천선학초등학교,55
A40680605,인천선학초등학교,21
A40680606,인천선학초등학교,21
A10020733,인천함박초등학교,100
A10021078,인천함박초등학교,100
A10024204,인천문남초등학교,0
A40611304,인천문남초등학교,164
A40670705,인천함박초등학교,9
A40670706,인천문남초등학교,24
A40670804,인천함박초등학교,198
A40671003,인천연수초등학교,0
A40671105,인천연수초등학교,0
A40671201,인천중앙초등학교,0
A40676006,인천문남초등학교,150
A40676101,인천중앙초등학교,117
A40676206,인천중앙초등학교,117
A40676305,인천연화초등학교,0
A40676307,인천연화초등학교,77
A40676607,인천연수초등학교,32
A40676708,인천중앙초등학교,20
A40676806,인천연수초등학교,378
A40681302,인천함박초등학교,279
A40681303,인천문남초등학교,17
A40681502,인천중앙초등학교,28
A40681703,인천중앙초등학교,117
A40681704,인천중앙초등학교,117
A40681802,인천연화초등학교,65
A40679306,인천청학초등학교,284
A40679307,인천송도초등학교,238
A40683001,인천청학초등학교,279
A40683002,인천청학초등학교,386
A40683007,인천청학초등학교,14
A40683008,인천청학초등학교,13
A40683010,인천청학초등학교,77
A40613001,인천청량초등학교,96
A40613002,인천연성초등학교,0
A40613003,인천연성초등학교,112
A40613207,인천연성초등학교,90
A40670106,인천동춘초등학교,212
A40670202,인천청학초등학교,239
A40670304,인천동막초등학교,37
A40675109,인천동춘초등학교,0
A40675208,인천동춘초등학교,35
A40675305,인천동막초등학교,20
A40675406,인천서면초등학교,0
A40675503,인천동막초등학교,0
A40675601,인천서면초등학교,92
A40677501,인천청량초등학교,0
A40680103,인천청량초등학교,306
A40680104,인천청량초등학교,28
A40680105,인천동춘초등학교,120
A40680107,인천청량초등학교,26
A40680301,인천동춘초등학교,113
A40680401,인천서면초등학교,85
A40680402,인천서면초등학교,26
A10022395,인천먼우금초등학교,317
A10023693,인천예송초등학교,67
A10024083,인천예송초등학교,334
A10024779,인천미송초등학교,18
A10025031,인천미송초등학교,64
A10025071,인천현송초등학교,46
A10025399,인천은송초등학교,59
A10025853,인천송일초등학교,28
A10025886,인천송담초등학교,67
A10026038,인천첨단초등학교,149
A10026547,인천송명초등학교,2
A10026678,인천예송초등학교,30
A10026679,인천송일초등학교,41
A10026681,인천예송초등학교,114
A10027171,인천첨단초등학교,77
A10027367,인천송명초등학교,24
A10027653,인천송원초등학교,269
A10027884,인천연송초등학교,0
A10027887,인천신정초등학교,315
A10027888,인천연송초등학교,24
A10027925,인천송일초등학교,245
A10027929,인천송일초등학교,122
A10027930,인천송일초등학교,118
A40673002,인천신송초등학교,99
A40673101,인천신송초등학교,25
A40673412,인천먼우금초등학교,25
A40673510,인천먼우금초등학교,25
A40673603,인천먼우금초등학교,0
A40673901,인천명선초등학교,205
A40673902,인천해송초등학교,223
A40673903,인천해송초등학교,25
A40673904,인천신정초등학교,369
A40673905,인천신정초등학교,338
A40673906,인천신정초등학교,230
A40673907,인천신정초등학교,70
A40673908,인천신정초등학교,75
A40673910,인천신정초등학교,294
A40673911,인천신정초등학교,0
A40673912,인천신정초등학교,20
A40673913,인천신정초등학교,15
A40673914,인천명선초등학교,20
A40673915,인천명선초등학교,108
A40673916,인천송원초등학교,252
A40673917,인천송원초등학교,32
A40673918,인천명선초등학교,296
A40673920,인천송원초등학교,273
A40673921,인천송명초등학교,145
A40673922,인천첨단초등학교,1
A40673923,인천연송초등학교,104
A40673924,인천연송초등학교,64
A40684004,인천신송초등학교,14
A40684005,인천신송초등학교,78
A40684007,인천신송초등학교,126
A40684008,인천신송초등학교,75
A40684009,인천해송초등학교,0
A40684011,인천해송초등학교,144
A40684013,인천먼우금초등학교,337
A10021096,인천간석초등학교,394
A10021357,인천신월초등학교,181
A10021432,인천석천초등학교,387
A10021852,인천구월서초등학교,212
A10023325,인천성리초등학교,265
A10024475,인천석천초등학교,180
A10026789,인천만월초등학교,361
A10027197,인천만월초등학교,308
A10028026,인천만월초등학교,125
A10028027,인천만월초등학교,145
A10028030,인천성리초등학교,172
A10028031,인천만월초등학교,32
A40522001,인천구월서초등학교,212
A40573101,인천성리초등학교,128
A40573202,인천성리초등학교,50
A40576101,인천석천초등학교,0
A40582301,인천상아초등학교,0
A40582303,인천정각초등학교,0
A40582802,인천간석초등학교,277
A10020467,인천석정초등학교,6
A10021033,인천주원초등학교,9
A10021369,상인천초등학교,147
A10021726,인천석정초등학교,351
A10026927,인천약산초등학교,93
A40523202,인천상아초등학교,0
A40523301,인천인동초등학교,279
A40570505,인천구월서초등학교,312
A40570904,인천경원초등학교,256
A40571402,인천경원초등학교,92
